id,piso,x_cm,y_cm,z_cm,ux_mm,uy_mm,uz_mm,u_planta_mm,rx_rad,ry_rad,rz_rad
200005,Subterraneo,,,,-0.160082,-0.111144,-0.121283,0.194883,-5.12153e-05,-4.20387e-05,6.092e-07
200006,Subterraneo,,,,-0.15091,-0.110567,-0.164454,0.18708,0.0001207662,-4.66198e-05,1.126e-06
200007,Subterraneo,,,,-0.151303,-0.11059,-0.094541,0.187411,0.0001448948,-3.71305e-05,5.6828e-06
200008,Subterraneo,,,,-0.332461,-0.299611,-0.102204,0.447546,-0.0001368274,-5.17061e-05,-2.7089e-06
200009,Subterraneo,,,,-0.333035,-0.299426,-0.157967,0.447849,-6.80525e-05,-5.85077e-05,2.1913e-06
200010,Subterraneo,,,,-0.361045,-0.299127,-0.213652,0.468861,0.0001445087,-7.02909e-05,3.3197e-06
200011,Subterraneo,,,,-0.363502,-0.300025,-0.125194,0.471326,0.0001888902,-6.30631e-05,8.4808e-06
200012,Subterraneo,,,,-0.598135,-0.417638,-0.118917,0.729511,-0.0001569817,-7.75938e-05,-6.881e-07
200013,Subterraneo,,,,-0.600731,-0.419786,-0.178665,0.73287,-5.83675e-05,-9.60382e-05,4.3295e-06
200014,Subterraneo,,,,-0.671513,-0.416789,-0.242183,0.790343,0.0001349693,-0.0001126271,3.59e-06
200015,Subterraneo,,,,-0.67313,-0.418106,-0.147851,0.792412,0.0002147034,-9.04615e-05,1.19175e-05
200016,Subterraneo,,,,-0.976369,-0.598684,-0.115055,1.145303,-0.0001641578,-0.0001166778,3.1459e-06
200017,Subterraneo,,,,-0.979074,-0.594484,-0.190977,1.145424,-0.0001233499,-0.0001131583,3.2407e-06
200018,Subterraneo,,,,-1.121204,-0.602781,-0.25856,1.272966,0.0002125914,-0.0001355034,6.5504e-06
200019,Subterraneo,,,,-1.126642,-0.59918,-0.143878,1.276064,0.0002264695,-0.0001392073,1.66115e-05
200020,Subterraneo,,,,-0.021777,-0.035604,-0.206211,0.041736,-0.0001310821,-5.88665e-05,8.3722e-06
200021,Subterraneo,,,,-0.144837,-0.130149,-0.266446,0.194722,-0.0001607451,-7.30406e-05,7.9638e-06
200022,Subterraneo,,,,-0.316612,-0.324826,-0.336923,0.453602,-0.0001908658,-0.0001003354,1.3843e-05
200023,Subterraneo,,,,-0.57981,-0.450639,-0.399856,0.73434,-0.0002012023,-0.0001298279,1.89756e-05
200024,Subterraneo,,,,-0.015424,-0.003515,-0.240178,0.015819,0.0002220344,-6.2545e-05,-2.74308e-05
200025,Subterraneo,,,,-0.133186,-0.090273,-0.331882,0.160897,0.0002717096,-8.96923e-05,-2.72776e-05
200026,Subterraneo,,,,-0.344667,-0.279795,-0.410836,0.443937,0.0002964548,-0.0001174003,-2.30315e-05
200027,Subterraneo,,,,-0.650924,-0.402811,-0.491346,0.76548,0.0003176645,-0.0001550418,-2.31746e-05
200028,Subterraneo,,,,-0.000286,-0.009713,-0.024797,0.009718,-2.54511e-05,-4.21e-08,-2.057e-07
200029,Subterraneo,,,,-0.007385,-0.016764,-0.043257,0.018318,-1.02656e-05,-3.8885e-06,-1.3e-09
200030,Subterraneo,,,,-0.024418,-0.088367,-0.06338,0.091678,-4.18814e-05,-5.4648e-06,2.99e-08
200031,Subterraneo,,,,1.2e-05,-0.005327,-0.017033,0.005327,3.581e-05,4.01e-08,7.14e-08
200032,Subterraneo,,,,-0.003033,-0.013827,-0.018599,0.014155,-2.20056e-05,-1.6294e-06,1.298e-07
200033,Subterraneo,,,,-0.035174,-0.064532,-0.01908,0.073495,-4.88592e-05,3.363e-07,-2.181e-07
200034,Subterraneo,,,,-0.033419,-0.066518,-0.015587,0.074441,2.48594e-05,2.618e-07,-2.052e-07
